,Book Title,Section Title,Word Count,Section Path
1662,alice's adventures in wonderland,alice's-adventures-in-wonderland-chapter-8,1157,all_chapterized_books/19033-chapters/08.txt
1663,alice's adventures in wonderland,alice's-adventures-in-wonderland-chapter-9,568,all_chapterized_books/19033-chapters/09.txt
1664,alice's adventures in wonderland,alice's-adventures-in-wonderland-chapter-10,567,all_chapterized_books/19033-chapters/10.txt
1665,persuasion,persuasion-volume-1-chapter-1-chapter-3,7457,all_chapterized_books/105-chapters/volume_1_chapters_1_to_3.txt
1666,persuasion,persuasion-volume-1-chapter-4-chapter-6,8965,all_chapterized_books/105-chapters/volume_1_chapters_4_to_6.txt
1667,persuasion,persuasion-volume-1-chapter-7-chapter-10,13560,all_chapterized_books/105-chapters/volume_1_chapters_7_to_10.txt
1668,persuasion,persuasion-volume-2-chapter-11-chapter-14,13878,all_chapterized_books/105-chapters/volume_2_chapters_11_to_14.txt
1669,persuasion,persuasion-volume-2-chapter-15-chapter-18,12880,all_chapterized_books/105-chapters/volume_2_chapters_15_to_18.txt
1670,persuasion,persuasion-volume-2-chapter-19-chapter-21,12934,all_chapterized_books/105-chapters/volume_2_chapters_19_to_21.txt
1671,persuasion,persuasion-volume-2-chapter-22-chapter-24,14097,all_chapterized_books/105-chapters/volume_2_chapters_22_to_24.txt
1672,persuasion,persuasion-volume-1-chapter-1,2625,all_chapterized_books/105-chapters/01.txt
1673,persuasion,persuasion-volume-1-chapter-2,1987,all_chapterized_books/105-chapters/02.txt
1674,persuasion,persuasion-volume-1-chapter-3,2845,all_chapterized_books/105-chapters/03.txt
1675,persuasion,persuasion-volume-1-chapter-4,1808,all_chapterized_books/105-chapters/04.txt
1676,persuasion,persuasion-volume-1-chapter-5,3330,all_chapterized_books/105-chapters/05.txt
1677,persuasion,persuasion-volume-1-chapter-6,3827,all_chapterized_books/105-chapters/06.txt
1678,persuasion,persuasion-volume-1-chapter-7,3460,all_chapterized_books/105-chapters/07.txt
1679,persuasion,persuasion-volume-1-chapter-8,3352,all_chapterized_books/105-chapters/08.txt
1680,persuasion,persuasion-volume-1-chapter-9,2878,all_chapterized_books/105-chapters/09.txt
1681,persuasion,persuasion-volume-1-chapter-10,3870,all_chapterized_books/105-chapters/10.txt
1682,persuasion,persuasion-volume-1-chapter-11,3011,all_chapterized_books/105-chapters/11.txt
1683,persuasion,persuasion-volume-1-chapter-12,5565,all_chapterized_books/105-chapters/12.txt
1684,persuasion,persuasion-volume-2-chapter-13,2762,all_chapterized_books/105-chapters/13.txt
1685,persuasion,persuasion-volume-2-chapter-14,2540,all_chapterized_books/105-chapters/14.txt
1686,persuasion,persuasion-volume-2-chapter-15,2815,all_chapterized_books/105-chapters/15.txt
1687,persuasion,persuasion-volume-2-chapter-16,2420,all_chapterized_books/105-chapters/16.txt
1688,persuasion,persuasion-volume-2-chapter-17,3499,all_chapterized_books/105-chapters/17.txt
1689,persuasion,persuasion-volume-2-chapter-18,4146,all_chapterized_books/105-chapters/18.txt
1690,persuasion,persuasion-volume-2-chapter-19,2402,all_chapterized_books/105-chapters/19.txt
1691,persuasion,persuasion-volume-2-chapter-20,3508,all_chapterized_books/105-chapters/20.txt
1692,persuasion,persuasion-volume-2-chapter-21,7024,all_chapterized_books/105-chapters/21.txt
1693,persuasion,persuasion-volume-2-chapter-22,5907,all_chapterized_books/105-chapters/22.txt
1694,persuasion,persuasion-volume-2-chapter-23,6599,all_chapterized_books/105-chapters/23.txt
1695,persuasion,persuasion-volume-2-chapter-24,1591,all_chapterized_books/105-chapters/24.txt
1696,pride and prejudice,pride-and-prejudice-volume-1-chapter-1-chapter-6,7773,all_chapterized_books/42671-chapters/volume_1_chapters_1_to_6.txt
1697,pride and prejudice,pride-and-prejudice-volume-1-chapter-7-chapter-14,13052,all_chapterized_books/42671-chapters/volume_1_chapters_7_to_14.txt
1698,pride and prejudice,pride-and-prejudice-volume-1-chapter-15-chapter-23,20635,all_chapterized_books/42671-chapters/volume_1_chapters_15_to_23.txt
1699,pride and prejudice,pride-and-prejudice-volume-1-chapter-1-chapter-5,5410,all_chapterized_books/42671-chapters/volume_1_chapters_1_to_5.txt
1700,pride and prejudice,pride-and-prejudice-volume-1-chapter-6-chapter-9,8061,all_chapterized_books/42671-chapters/volume_1_chapters_6_to_9.txt
1701,pride and prejudice,pride-and-prejudice-volume-1-chapter-10-chapter-14,7354,all_chapterized_books/42671-chapters/volume_1_chapters_10_to_14.txt
1702,pride and prejudice,pride-and-prejudice-volume-1-chapter-15-chapter-18,11626,all_chapterized_books/42671-chapters/volume_1_chapters_15_to_18.txt
1703,pride and prejudice,pride-and-prejudice-volume-1-chapter-19-chapter-23,9009,all_chapterized_books/42671-chapters/volume_1_chapters_19_to_23.txt
1704,pride and prejudice,pride-and-prejudice-volume-1-chapter-1-chapter-2,1662,all_chapterized_books/42671-chapters/volume_1_chapters_1_to_2.txt
1705,pride and prejudice,pride-and-prejudice-volume-1-chapter-3,1710,all_chapterized_books/42671-chapters/04.txt
1706,pride and prejudice,pride-and-prejudice-volume-1-chapter-4-chapter-5,2038,all_chapterized_books/42671-chapters/volume_1_chapters_4_to_5.txt
1707,pride and prejudice,pride-and-prejudice-volume-1-chapter-6-chapter-7,4369,all_chapterized_books/42671-chapters/volume_1_chapters_6_to_7.txt
1708,pride and prejudice,pride-and-prejudice-volume-1-chapter-8-chapter-9,3692,all_chapterized_books/42671-chapters/volume_1_chapters_8_to_9.txt
1709,pride and prejudice,pride-and-prejudice-volume-1-chapter-10-chapter-11,3844,all_chapterized_books/42671-chapters/volume_1_chapters_10_to_11.txt
1710,pride and prejudice,pride-and-prejudice-volume-1-chapter-12-chapter-14,3510,all_chapterized_books/42671-chapters/volume_1_chapters_12_to_14.txt
1711,pride and prejudice,pride-and-prejudice-volume-1-chapter-15-chapter-16,5117,all_chapterized_books/42671-chapters/volume_1_chapters_15_to_16.txt
1712,pride and prejudice,pride-and-prejudice-volume-1-chapter-17-chapter-18,6509,all_chapterized_books/42671-chapters/volume_1_chapters_17_to_18.txt
1713,pride and prejudice,pride-and-prejudice-volume-2-chapter-24-chapter-25,3492,all_chapterized_books/42671-chapters/volume_2_chapters_24_to_25.txt
1714,pride and prejudice,pride-and-prejudice-volume-2-chapter-26-chapter-27,3621,all_chapterized_books/42671-chapters/volume_2_chapters_26_to_27.txt
1715,pride and prejudice,pride-and-prejudice-volume-2-chapter-28-chapter-30,5113,all_chapterized_books/42671-chapters/volume_2_chapters_28_to_30.txt
1716,pride and prejudice,pride-and-prejudice-volume-2-chapter-31-chapter-36,12147,all_chapterized_books/42671-chapters/volume_2_chapters_31_to_36.txt
1717,pride and prejudice,pride-and-prejudice-volume-3-chapter-37-chapter-43,14832,all_chapterized_books/42671-chapters/volume_3_chapters_37_to_43.txt
1718,pride and prejudice,pride-and-prejudice-volume-3-chapter-44-chapter-46,7143,all_chapterized_books/42671-chapters/volume_3_chapters_44_to_46.txt
1719,pride and prejudice,pride-and-prejudice-volume-3-chapter-47-chapter-50,10870,all_chapterized_books/42671-chapters/volume_3_chapters_47_to_50.txt
1720,pride and prejudice,pride-and-prejudice-volume-3-chapter-51-chapter-60,23032,all_chapterized_books/42671-chapters/volume_3_chapters_51_to_60.txt
1721,pride and prejudice,pride-and-prejudice-volume-1-chapter-1,855,all_chapterized_books/42671-chapters/02.txt
1722,pride and prejudice,pride-and-prejudice-volume-1-chapter-2,807,all_chapterized_books/42671-chapters/03.txt
1723,pride and prejudice,pride-and-prejudice-volume-1-chapter-4,1071,all_chapterized_books/42671-chapters/05.txt
1724,pride and prejudice,pride-and-prejudice-volume-1-chapter-5,967,all_chapterized_books/42671-chapters/06.txt
1725,pride and prejudice,pride-and-prejudice-volume-1-chapter-6,2363,all_chapterized_books/42671-chapters/07.txt
1726,pride and prejudice,pride-and-prejudice-volume-1-chapter-7,2006,all_chapterized_books/42671-chapters/08.txt
1727,pride and prejudice,pride-and-prejudice-volume-1-chapter-8,1943,all_chapterized_books/42671-chapters/09.txt
1728,pride and prejudice,pride-and-prejudice-volume-1-chapter-9,1749,all_chapterized_books/42671-chapters/10.txt
1729,pride and prejudice,pride-and-prejudice-volume-1-chapter-10,2227,all_chapterized_books/42671-chapters/11.txt
1730,pride and prejudice,pride-and-prejudice-volume-1-chapter-11,1617,all_chapterized_books/42671-chapters/12.txt
1731,pride and prejudice,pride-and-prejudice-volume-1-chapter-12,680,all_chapterized_books/42671-chapters/13.txt
1732,pride and prejudice,pride-and-prejudice-volume-1-chapter-13,1705,all_chapterized_books/42671-chapters/14.txt
1733,pride and prejudice,pride-and-prejudice-volume-1-chapter-14,1125,all_chapterized_books/42671-chapters/15.txt
1734,pride and prejudice,pride-and-prejudice-volume-1-chapter-15,1708,all_chapterized_books/42671-chapters/16.txt
1735,pride and prejudice,pride-and-prejudice-volume-1-chapter-16,3409,all_chapterized_books/42671-chapters/17.txt
1736,pride and prejudice,pride-and-prejudice-volume-1-chapter-17,1290,all_chapterized_books/42671-chapters/18.txt
1737,pride and prejudice,pride-and-prejudice-volume-1-chapter-18,5219,all_chapterized_books/42671-chapters/19.txt
1738,pride and prejudice,pride-and-prejudice-volume-1-chapter-19,1922,all_chapterized_books/42671-chapters/20.txt
1739,pride and prejudice,pride-and-prejudice-volume-1-chapter-20,1655,all_chapterized_books/42671-chapters/21.txt
1740,pride and prejudice,pride-and-prejudice-volume-2-chapter-24,1965,all_chapterized_books/42671-chapters/26.txt
1741,pride and prejudice,pride-and-prejudice-volume-2-chapter-25,1527,all_chapterized_books/42671-chapters/27.txt
1742,pride and prejudice,pride-and-prejudice-volume-2-chapter-26,2356,all_chapterized_books/42671-chapters/28.txt
1743,pride and prejudice,pride-and-prejudice-volume-2-chapter-27,1265,all_chapterized_books/42671-chapters/29.txt
1744,pride and prejudice,pride-and-prejudice-volume-2-chapter-28,1463,all_chapterized_books/42671-chapters/30.txt
1745,pride and prejudice,pride-and-prejudice-volume-2-chapter-29,2415,all_chapterized_books/42671-chapters/31.txt
1746,pride and prejudice,pride-and-prejudice-volume-2-chapter-30,1235,all_chapterized_books/42671-chapters/32.txt
1747,pride and prejudice,pride-and-prejudice-volume-2-chapter-31,1582,all_chapterized_books/42671-chapters/33.txt
1748,pride and prejudice,pride-and-prejudice-volume-2-chapter-32,1509,all_chapterized_books/42671-chapters/34.txt
1749,pride and prejudice,pride-and-prejudice-volume-2-chapter-33,1878,all_chapterized_books/42671-chapters/35.txt
1750,pride and prejudice,pride-and-prejudice-volume-2-chapter-34,2118,all_chapterized_books/42671-chapters/36.txt
1751,pride and prejudice,pride-and-prejudice-volume-2-chapter-35,3026,all_chapterized_books/42671-chapters/37.txt
1752,pride and prejudice,pride-and-prejudice-volume-2-chapter-36,2034,all_chapterized_books/42671-chapters/38.txt
1753,pride and prejudice,pride-and-prejudice-volume-2-chapter-37,1380,all_chapterized_books/42671-chapters/39.txt
1754,pride and prejudice,pride-and-prejudice-volume-2-chapter-38,1046,all_chapterized_books/42671-chapters/40.txt
1755,pride and prejudice,pride-and-prejudice-volume-2-chapter-39,1654,all_chapterized_books/42671-chapters/41.txt
1756,pride and prejudice,pride-and-prejudice-volume-2-chapter-40,1696,all_chapterized_books/42671-chapters/42.txt
1757,pride and prejudice,pride-and-prejudice-volume-3-chapter-43,4890,all_chapterized_books/42671-chapters/46.txt
1758,pride and prejudice,pride-and-prejudice-volume-3-chapter-44,2347,all_chapterized_books/42671-chapters/47.txt
1759,pride and prejudice,pride-and-prejudice-volume-3-chapter-45,1749,all_chapterized_books/42671-chapters/48.txt
1760,pride and prejudice,pride-and-prejudice-volume-3-chapter-46,3047,all_chapterized_books/42671-chapters/49.txt
1761,pride and prejudice,pride-and-prejudice-volume-3-chapter-47,4123,all_chapterized_books/42671-chapters/50.txt
1762,pride and prejudice,pride-and-prejudice-volume-3-chapter-48,2268,all_chapterized_books/42671-chapters/51.txt
1763,pride and prejudice,pride-and-prejudice-volume-3-chapter-49,2264,all_chapterized_books/42671-chapters/52.txt
1764,pride and prejudice,pride-and-prejudice-volume-3-chapter-50,2215,all_chapterized_books/42671-chapters/53.txt
1765,pride and prejudice,pride-and-prejudice-volume-3-chapter-51,2091,all_chapterized_books/42671-chapters/54.txt
1766,pride and prejudice,pride-and-prejudice-volume-3-chapter-52,3040,all_chapterized_books/42671-chapters/55.txt
1767,pride and prejudice,pride-and-prejudice-volume-3-chapter-53,2972,all_chapterized_books/42671-chapters/56.txt
1768,pride and prejudice,pride-and-prejudice-volume-3-chapter-54,1611,all_chapterized_books/42671-chapters/57.txt
1769,pride and prejudice,pride-and-prejudice-volume-3-chapter-55,2348,all_chapterized_books/42671-chapters/58.txt
1770,pride and prejudice,pride-and-prejudice-volume-3-chapter-56,2752,all_chapterized_books/42671-chapters/59.txt
1771,pride and prejudice,pride-and-prejudice-volume-3-chapter-57,1665,all_chapterized_books/42671-chapters/60.txt
1772,pride and prejudice,pride-and-prejudice-volume-3-chapter-58,2444,all_chapterized_books/42671-chapters/61.txt
1773,pride and prejudice,pride-and-prejudice-volume-3-chapter-59,2505,all_chapterized_books/42671-chapters/62.txt
1774,pride and prejudice,pride-and-prejudice-volume-3-chapter-60,1604,all_chapterized_books/42671-chapters/63.txt
1775,pride and prejudice,pride-and-prejudice-volume-3-chapter-61,1248,all_chapterized_books/42671-chapters/64.txt
1776,pride and prejudice,pride-and-prejudice-volume-1-chapter-21,2022,all_chapterized_books/42671-chapters/22.txt
1777,pride and prejudice,pride-and-prejudice-volume-1-chapter-22,1746,all_chapterized_books/42671-chapters/23.txt
1778,pride and prejudice,pride-and-prejudice-volume-1-chapter-23,1664,all_chapterized_books/42671-chapters/24.txt
1779,pride and prejudice,pride-and-prejudice-volume-2-chapter-41,2295,all_chapterized_books/42671-chapters/43.txt
1780,pride and prejudice,pride-and-prejudice-volume-2-chapter-42,1871,all_chapterized_books/42671-chapters/44.txt
1781,gulliver's travels,gulliver's-travels-part-1-chapter-1,4014,all_chapterized_books/17157-chapters/1.txt
1782,gulliver's travels,gulliver's-travels-part-2-chapter-1,4611,all_chapterized_books/17157-chapters/9.txt
1783,gulliver's travels,gulliver's-travels-part-1-chapter-2,3422,all_chapterized_books/17157-chapters/2.txt
1784,gulliver's travels,gulliver's-travels-part-1-chapter-3,2758,all_chapterized_books/17157-chapters/3.txt
1785,gulliver's travels,gulliver's-travels-part-1-chapter-4,1894,all_chapterized_books/17157-chapters/4.txt
1786,gulliver's travels,gulliver's-travels-part-1-chapter-5,2370,all_chapterized_books/17157-chapters/5.txt
1787,gulliver's travels,gulliver's-travels-part-1-chapter-6,3095,all_chapterized_books/17157-chapters/6.txt
1788,gulliver's travels,gulliver's-travels-part-1-chapter-7,2837,all_chapterized_books/17157-chapters/7.txt
1789,gulliver's travels,gulliver's-travels-part-1-chapter-8,2407,all_chapterized_books/17157-chapters/8.txt
1790,gulliver's travels,gulliver's-travels-part-2-chapter-2,2192,all_chapterized_books/17157-chapters/10.txt
1791,gulliver's travels,gulliver's-travels-part-2-chapter-3,3827,all_chapterized_books/17157-chapters/11.txt
1792,gulliver's travels,gulliver's-travels-part-2-chapter-4,1612,all_chapterized_books/17157-chapters/12.txt
1793,gulliver's travels,gulliver's-travels-part-2-chapter-5,3054,all_chapterized_books/17157-chapters/13.txt
1794,gulliver's travels,gulliver's-travels-part-2-chapter-6,3173,all_chapterized_books/17157-chapters/14.txt
1795,gulliver's travels,gulliver's-travels-part-2-chapter-7,2426,all_chapterized_books/17157-chapters/15.txt
1796,gulliver's travels,gulliver's-travels-part-2-chapter-8,5533,all_chapterized_books/17157-chapters/16.txt
1797,wuthering heights,wuthering-heights-chapter-1,1934,all_chapterized_books/768-chapters/01.txt
1798,wuthering heights,wuthering-heights-chapter-2,3395,all_chapterized_books/768-chapters/02.txt
1799,wuthering heights,wuthering-heights-chapter-3,4873,all_chapterized_books/768-chapters/03.txt
1800,wuthering heights,wuthering-heights-chapter-4,2741,all_chapterized_books/768-chapters/04.txt
1801,wuthering heights,wuthering-heights-chapter-5,1428,all_chapterized_books/768-chapters/05.txt
1802,wuthering heights,wuthering-heights-chapter-6,2614,all_chapterized_books/768-chapters/06.txt
1803,wuthering heights,wuthering-heights-chapter-7,4079,all_chapterized_books/768-chapters/07.txt
1804,wuthering heights,wuthering-heights-chapter-8,3466,all_chapterized_books/768-chapters/08.txt
1805,wuthering heights,wuthering-heights-chapter-9,6246,all_chapterized_books/768-chapters/09.txt
1806,wuthering heights,wuthering-heights-chapter-10,6450,all_chapterized_books/768-chapters/10.txt
1807,wuthering heights,wuthering-heights-chapter-11,4160,all_chapterized_books/768-chapters/11.txt
1808,wuthering heights,wuthering-heights-chapter-12,5063,all_chapterized_books/768-chapters/12.txt
1809,wuthering heights,wuthering-heights-chapter-13,4358,all_chapterized_books/768-chapters/14.txt
1810,wuthering heights,wuthering-heights-chapter-14,3431,all_chapterized_books/768-chapters/15.txt
1811,wuthering heights,wuthering-heights-chapter-15,3198,all_chapterized_books/768-chapters/16.txt
1812,wuthering heights,wuthering-heights-chapter-16,1793,all_chapterized_books/768-chapters/17.txt
1813,wuthering heights,wuthering-heights-chapter-17,6963,all_chapterized_books/768-chapters/18.txt
1814,wuthering heights,wuthering-heights-chapter-18,3645,all_chapterized_books/768-chapters/19.txt
1815,wuthering heights,wuthering-heights-chapter-19,1626,all_chapterized_books/768-chapters/20.txt
1816,wuthering heights,wuthering-heights-chapter-20,2229,all_chapterized_books/768-chapters/21.txt
1817,wuthering heights,wuthering-heights-chapter-21,6494,all_chapterized_books/768-chapters/22.txt
1818,wuthering heights,wuthering-heights-chapter-22,2391,all_chapterized_books/768-chapters/23.txt
1819,wuthering heights,wuthering-heights-chapter-23,2974,all_chapterized_books/768-chapters/24.txt
1820,wuthering heights,wuthering-heights-chapter-24,3972,all_chapterized_books/768-chapters/25.txt
1821,wuthering heights,wuthering-heights-chapter-25,1451,all_chapterized_books/768-chapters/26.txt
1822,wuthering heights,wuthering-heights-chapter-26,1521,all_chapterized_books/768-chapters/27.txt
1823,wuthering heights,wuthering-heights-chapter-27,4656,all_chapterized_books/768-chapters/28.txt
1824,wuthering heights,wuthering-heights-chapter-28,2693,all_chapterized_books/768-chapters/29.txt
1825,wuthering heights,wuthering-heights-chapter-29,2334,all_chapterized_books/768-chapters/30.txt
1826,wuthering heights,wuthering-heights-chapter-30,2444,all_chapterized_books/768-chapters/31.txt
1827,wuthering heights,wuthering-heights-chapter-31,2123,all_chapterized_books/768-chapters/32.txt
1828,wuthering heights,wuthering-heights-chapter-32,4159,all_chapterized_books/768-chapters/33.txt
1829,wuthering heights,wuthering-heights-chapter-33,3200,all_chapterized_books/768-chapters/34.txt
1830,wuthering heights,wuthering-heights-chapter-34,4455,all_chapterized_books/768-chapters/35.txt
1831,wuthering heights,wuthering-heights-chapter-1-chapter-2,5329,all_chapterized_books/768-chapters/chapters_1_to_2.txt
1832,wuthering heights,wuthering-heights-chapter-3-chapter-4,7614,all_chapterized_books/768-chapters/chapters_3_to_4.txt
1833,wuthering heights,wuthering-heights-chapter-5-chapter-7,8121,all_chapterized_books/768-chapters/chapters_5_to_7.txt
1834,wuthering heights,wuthering-heights-chapter-8-chapter-10,16162,all_chapterized_books/768-chapters/chapters_8_to_10.txt
1835,wuthering heights,wuthering-heights-chapter-11-chapter-12,9223,all_chapterized_books/768-chapters/chapters_11_to_12.txt
1836,wuthering heights,wuthering-heights-chapter-13-chapter-15,10987,all_chapterized_books/768-chapters/chapters_13_to_15.txt
1837,wuthering heights,wuthering-heights-chapter-16-chapter-17,8756,all_chapterized_books/768-chapters/chapters_16_to_17.txt
1838,wuthering heights,wuthering-heights-chapter-18-chapter-20,7500,all_chapterized_books/768-chapters/chapters_18_to_20.txt
1839,wuthering heights,wuthering-heights-chapter-21-chapter-23,11859,all_chapterized_books/768-chapters/chapters_21_to_23.txt
1840,wuthering heights,wuthering-heights-chapter-24-chapter-26,6944,all_chapterized_books/768-chapters/chapters_24_to_26.txt
1841,wuthering heights,wuthering-heights-chapter-27-chapter-28,7349,all_chapterized_books/768-chapters/chapters_27_to_28.txt
1842,wuthering heights,wuthering-heights-chapter-29-chapter-32,11060,all_chapterized_books/768-chapters/chapters_29_to_32.txt
1843,wuthering heights,wuthering-heights-chapter-33-chapter-34,7655,all_chapterized_books/768-chapters/chapters_33_to_34.txt
1844,frankenstein,frankenstein-volume-1-chapter-1,1778,all_chapterized_books/41445-chapters/01.txt
1845,frankenstein,frankenstein-volume-1-chapter-2,2214,all_chapterized_books/41445-chapters/02.txt
1846,frankenstein,frankenstein-volume-1-chapter-3,2710,all_chapterized_books/41445-chapters/26.txt
1847,frankenstein,frankenstein-volume-1-chapter-4,2554,all_chapterized_books/41445-chapters/03.txt
1848,frankenstein,frankenstein-volume-1-chapter-5,2359,all_chapterized_books/41445-chapters/04.txt
1849,frankenstein,frankenstein-volume-1-chapter-6,2682,all_chapterized_books/41445-chapters/05.txt
1850,frankenstein,frankenstein-volume-1-chapter-7,3558,all_chapterized_books/41445-chapters/08.txt
1851,frankenstein,frankenstein-volume-1-chapter-8,3032,all_chapterized_books/41445-chapters/09.txt
1852,frankenstein,frankenstein-volume-2-chapter-9,2058,all_chapterized_books/41445-chapters/10.txt
1853,frankenstein,frankenstein-volume-2-chapter-10,2255,all_chapterized_books/41445-chapters/11.txt
1854,frankenstein,frankenstein-volume-2-chapter-11,2903,all_chapterized_books/41445-chapters/12.txt
1855,frankenstein,frankenstein-volume-2-chapter-12,2071,all_chapterized_books/41445-chapters/13.txt
1856,frankenstein,frankenstein-volume-2-chapter-13,2041,all_chapterized_books/41445-chapters/14.txt
1857,frankenstein,frankenstein-volume-2-chapter-14,1862,all_chapterized_books/41445-chapters/15.txt
1858,frankenstein,frankenstein-volume-2-chapter-15,3016,all_chapterized_books/41445-chapters/16.txt
1859,frankenstein,frankenstein-volume-2-chapter-16,3074,all_chapterized_books/41445-chapters/17.txt
1860,frankenstein,frankenstein-volume-3-chapter-18,2684,all_chapterized_books/41445-chapters/19.txt
1861,frankenstein,frankenstein-volume-3-chapter-19,2548,all_chapterized_books/41445-chapters/20.txt
1862,frankenstein,frankenstein-volume-3-chapter-20,3458,all_chapterized_books/41445-chapters/21.txt
1863,frankenstein,frankenstein-volume-3-chapter-21,3687,all_chapterized_books/41445-chapters/22.txt
1864,frankenstein,frankenstein-volume-3-chapter-22,3316,all_chapterized_books/41445-chapters/23.txt
1865,frankenstein,frankenstein-volume-3-chapter-23,2525,all_chapterized_books/41445-chapters/24.txt
1866,frankenstein,frankenstein-volume-3-chapter-24,2993,all_chapterized_books/41445-chapters/25.txt
1867,frankenstein,frankenstein-volume-2-chapter-17,2017,all_chapterized_books/41445-chapters/18.txt
1868,frankenstein,frankenstein-volume-3-final-letters,5264,all_chapterized_books/41445-chapters/27.txt
1869,frankenstein,frankenstein-volume-2-chapter-11-chapter-13,7015,all_chapterized_books/41445-chapters/volume_2_chapters_11_to_13.txt
1870,frankenstein,frankenstein-volume-3-chapter-18-chapter-19,5232,all_chapterized_books/41445-chapters/volume_3_chapters_18_to_19.txt
1871,frankenstein,frankenstein-volume-2-chapter-14-chapter-15,4878,all_chapterized_books/41445-chapters/volume_2_chapters_14_to_15.txt
1872,jude the obscure,jude-the-obscure-part-1-chapter-1-chapter-2,4054,all_chapterized_books/153-chapters/part_1_chapters_1_to_2.txt
1873,jude the obscure,jude-the-obscure-part-1-chapter-3-chapter-4,4640,all_chapterized_books/153-chapters/part_1_chapters_3_to_4.txt
1874,jude the obscure,jude-the-obscure-part-1-chapter-5,1711,all_chapterized_books/153-chapters/05.txt
1875,jude the obscure,jude-the-obscure-part-1-chapter-6-chapter-8,7604,all_chapterized_books/153-chapters/part_1_chapters_6_to_8.txt
1876,jude the obscure,jude-the-obscure-part-1-chapter-9,2266,all_chapterized_books/153-chapters/09.txt
1877,jude the obscure,jude-the-obscure-part-1-chapter-10-chapter-11,4583,all_chapterized_books/153-chapters/part_1_chapters_10_to_11.txt
1878,jude the obscure,jude-the-obscure-part-2-chapter-1,2400,all_chapterized_books/153-chapters/12.txt
1879,jude the obscure,jude-the-obscure-part-2-chapter-2-chapter-3,5187,all_chapterized_books/153-chapters/part_2_chapters_2_to_3.txt
1880,jude the obscure,jude-the-obscure-part-2-chapter-4,3118,all_chapterized_books/153-chapters/15.txt
1881,jude the obscure,jude-the-obscure-part-2-chapter-5,2060,all_chapterized_books/153-chapters/16.txt
1882,jude the obscure,jude-the-obscure-part-2-chapter-6-chapter-7,6142,all_chapterized_books/153-chapters/part_2_chapters_6_to_7.txt
1883,jude the obscure,jude-the-obscure-part-3-chapter-1-chapter-2,4183,all_chapterized_books/153-chapters/part_3_chapters_1_to_2.txt
1884,jude the obscure,jude-the-obscure-part-3-chapter-3-chapter-5,7312,all_chapterized_books/153-chapters/part_3_chapters_3_to_5.txt
1885,jude the obscure,jude-the-obscure-part-3-chapter-6-chapter-7,6162,all_chapterized_books/153-chapters/part_3_chapters_6_to_7.txt
1886,jude the obscure,jude-the-obscure-part-3-chapter-8-chapter-9,6495,all_chapterized_books/153-chapters/part_3_chapters_8_to_9.txt
1887,jude the obscure,jude-the-obscure-part-3-chapter-10,1629,all_chapterized_books/153-chapters/28.txt
1888,jude the obscure,jude-the-obscure-part-4-chapter-1-chapter-2,6452,all_chapterized_books/153-chapters/part_4_chapters_1_to_2.txt
1889,jude the obscure,jude-the-obscure-part-4-chapter-3-chapter-4,7709,all_chapterized_books/153-chapters/part_4_chapters_3_to_4.txt
1890,jude the obscure,jude-the-obscure-part-4-chapter-5,3577,all_chapterized_books/153-chapters/33.txt
1891,jude the obscure,jude-the-obscure-part-4-chapter-6,3102,all_chapterized_books/153-chapters/34.txt
1892,jude the obscure,jude-the-obscure-part-5-chapter-1,1923,all_chapterized_books/153-chapters/35.txt
1893,jude the obscure,jude-the-obscure-part-5-chapter-2-chapter-3,7074,all_chapterized_books/153-chapters/part_5_chapters_2_to_3.txt
1894,jude the obscure,jude-the-obscure-part-5-chapter-4,3305,all_chapterized_books/153-chapters/38.txt
1895,jude the obscure,jude-the-obscure-part-5-chapter-5,3487,all_chapterized_books/153-chapters/39.txt
1896,jude the obscure,jude-the-obscure-part-5-chapter-6,4203,all_chapterized_books/153-chapters/40.txt
1897,jude the obscure,jude-the-obscure-part-5-chapter-7-chapter-8,4445,all_chapterized_books/153-chapters/part_5_chapters_7_to_8.txt
1898,jude the obscure,jude-the-obscure-part-6-chapter-1-chapter-2,7503,all_chapterized_books/153-chapters/part_6_chapters_1_to_2.txt
1899,jude the obscure,jude-the-obscure-part-6-chapter-3-chapter-4,7753,all_chapterized_books/153-chapters/part_6_chapters_3_to_4.txt
1900,jude the obscure,jude-the-obscure-part-6-chapter-5,3103,all_chapterized_books/153-chapters/47.txt
1901,jude the obscure,jude-the-obscure-part-6-chapter-6-chapter-7,5445,all_chapterized_books/153-chapters/part_6_chapters_6_to_7.txt
1902,jude the obscure,jude-the-obscure-part-6-chapter-8-chapter-9,5200,all_chapterized_books/153-chapters/part_6_chapters_8_to_9.txt
1903,jude the obscure,jude-the-obscure-part-6-chapter-10,1275,all_chapterized_books/153-chapters/52.txt
1904,jude the obscure,jude-the-obscure-part-6-chapter-11,2531,all_chapterized_books/153-chapters/53.txt
1905,jude the obscure,jude-the-obscure-part-1-chapter-1,1297,all_chapterized_books/153-chapters/01.txt
1906,jude the obscure,jude-the-obscure-part-1-chapter-2,2757,all_chapterized_books/153-chapters/02.txt
1907,jude the obscure,jude-the-obscure-part-1-chapter-3,2733,all_chapterized_books/153-chapters/03.txt
1908,jude the obscure,jude-the-obscure-part-1-chapter-4,1907,all_chapterized_books/153-chapters/04.txt
