,Book Title,Section Title,Source,Word Count,Summary Path
3057,little women,little-women-part-2-chapter-27,gradesaver,242,finished_summaries/gradesaver/Little Women/section_5_part_4.txt
3058,little women,little-women-part-2-chapter-28,gradesaver,287,finished_summaries/gradesaver/Little Women/section_5_part_5.txt
3059,little women,little-women-part-2-chapter-29,gradesaver,181,finished_summaries/gradesaver/Little Women/section_5_part_6.txt
3060,little women,little-women-part-2-chapter-30,gradesaver,455,finished_summaries/gradesaver/Little Women/section_5_part_7.txt
3061,little women,little-women-part-2-chapter-31,gradesaver,287,finished_summaries/gradesaver/Little Women/section_6_part_1.txt
3062,little women,little-women-part-2-chapter-32,gradesaver,317,finished_summaries/gradesaver/Little Women/section_6_part_2.txt
3063,little women,little-women-part-2-chapter-33,gradesaver,206,finished_summaries/gradesaver/Little Women/section_6_part_3.txt
3064,little women,little-women-part-2-chapter-34,gradesaver,519,finished_summaries/gradesaver/Little Women/section_6_part_4.txt
3065,little women,little-women-part-2-chapter-35,gradesaver,277,finished_summaries/gradesaver/Little Women/section_6_part_5.txt
3066,little women,little-women-part-2-chapter-36,gradesaver,243,finished_summaries/gradesaver/Little Women/section_6_part_6.txt
3067,little women,little-women-part-2-chapter-37,gradesaver,205,finished_summaries/gradesaver/Little Women/section_7_part_1.txt
3068,little women,little-women-part-2-chapter-38,gradesaver,267,finished_summaries/gradesaver/Little Women/section_7_part_2.txt
3069,little women,little-women-part-2-chapter-39,gradesaver,337,finished_summaries/gradesaver/Little Women/section_7_part_3.txt
3070,little women,little-women-part-2-chapter-40,gradesaver,244,finished_summaries/gradesaver/Little Women/section_7_part_4.txt
3071,little women,little-women-part-2-chapter-41,gradesaver,436,finished_summaries/gradesaver/Little Women/section_7_part_5.txt
3072,little women,little-women-part-2-chapter-42,gradesaver,206,finished_summaries/gradesaver/Little Women/section_8_part_1.txt
3073,little women,little-women-part-2-chapter-43,gradesaver,357,finished_summaries/gradesaver/Little Women/section_8_part_2.txt
3074,little women,little-women-part-2-chapter-44,gradesaver,107,finished_summaries/gradesaver/Little Women/section_8_part_3.txt
3075,little women,little-women-part-2-chapter-45,gradesaver,150,finished_summaries/gradesaver/Little Women/section_8_part_4.txt
3076,little women,little-women-part-2-chapter-46,gradesaver,385,finished_summaries/gradesaver/Little Women/section_8_part_5.txt
3077,little women,little-women-part-2-chapter-47,gradesaver,396,finished_summaries/gradesaver/Little Women/section_8_part_6.txt
3078,little women,little-women-part-1-chapter-1,shmoop,1174,finished_summaries/shmoop/Little Women/section_0_part_0.txt
3079,little women,little-women-part-1-chapter-2,shmoop,1147,finished_summaries/shmoop/Little Women/section_1_part_0.txt
3080,little women,little-women-part-1-chapter-3,shmoop,1062,finished_summaries/shmoop/Little Women/section_2_part_0.txt
3081,little women,little-women-part-1-chapter-4,shmoop,941,finished_summaries/shmoop/Little Women/section_3_part_0.txt
3082,little women,little-women-part-1-chapter-5,shmoop,813,finished_summaries/shmoop/Little Women/section_4_part_0.txt
3083,little women,little-women-part-1-chapter-6,shmoop,452,finished_summaries/shmoop/Little Women/section_5_part_0.txt
3084,little women,little-women-part-1-chapter-7,shmoop,456,finished_summaries/shmoop/Little Women/section_6_part_0.txt
3085,little women,little-women-part-1-chapter-8,shmoop,943,finished_summaries/shmoop/Little Women/section_7_part_0.txt
3086,little women,little-women-part-1-chapter-9,shmoop,1063,finished_summaries/shmoop/Little Women/section_8_part_0.txt
3087,little women,little-women-part-1-chapter-10,shmoop,569,finished_summaries/shmoop/Little Women/section_9_part_0.txt
3088,little women,little-women-part-1-chapter-11,shmoop,1324,finished_summaries/shmoop/Little Women/section_10_part_0.txt
3089,little women,little-women-part-1-chapter-12,shmoop,1546,finished_summaries/shmoop/Little Women/section_11_part_0.txt
3090,little women,little-women-part-1-chapter-13,shmoop,762,finished_summaries/shmoop/Little Women/section_12_part_0.txt
3091,little women,little-women-part-1-chapter-14,shmoop,745,finished_summaries/shmoop/Little Women/section_13_part_0.txt
3092,little women,little-women-part-1-chapter-15,shmoop,727,finished_summaries/shmoop/Little Women/section_14_part_0.txt
3093,little women,little-women-part-1-chapter-16,shmoop,494,finished_summaries/shmoop/Little Women/section_15_part_0.txt
3094,little women,little-women-part-1-chapter-17,shmoop,669,finished_summaries/shmoop/Little Women/section_16_part_0.txt
3095,little women,little-women-part-1-chapter-18,shmoop,535,finished_summaries/shmoop/Little Women/section_17_part_0.txt
3096,little women,little-women-part-1-chapter-19,shmoop,609,finished_summaries/shmoop/Little Women/section_18_part_0.txt
3097,little women,little-women-part-1-chapter-20,shmoop,549,finished_summaries/shmoop/Little Women/section_19_part_0.txt
3098,little women,little-women-part-1-chapter-21,shmoop,664,finished_summaries/shmoop/Little Women/section_20_part_0.txt
3099,little women,little-women-part-1-chapter-22,shmoop,403,finished_summaries/shmoop/Little Women/section_21_part_0.txt
3100,little women,little-women-part-1-chapter-23,shmoop,1137,finished_summaries/shmoop/Little Women/section_22_part_0.txt
3101,little women,little-women-part-2-chapter-24,shmoop,926,finished_summaries/shmoop/Little Women/section_23_part_0.txt
3102,little women,little-women-part-2-chapter-25,shmoop,444,finished_summaries/shmoop/Little Women/section_24_part_0.txt
3103,little women,little-women-part-2-chapter-26,shmoop,827,finished_summaries/shmoop/Little Women/section_25_part_0.txt
3104,little women,little-women-part-2-chapter-27,shmoop,597,finished_summaries/shmoop/Little Women/section_26_part_0.txt
3105,little women,little-women-part-2-chapter-28,shmoop,1050,finished_summaries/shmoop/Little Women/section_27_part_0.txt
3106,little women,little-women-part-2-chapter-29,shmoop,1116,finished_summaries/shmoop/Little Women/section_28_part_0.txt
3107,little women,little-women-part-2-chapter-30,shmoop,837,finished_summaries/shmoop/Little Women/section_29_part_0.txt
3108,little women,little-women-part-2-chapter-31,shmoop,963,finished_summaries/shmoop/Little Women/section_30_part_0.txt
3109,little women,little-women-part-2-chapter-32,shmoop,925,finished_summaries/shmoop/Little Women/section_31_part_0.txt
3110,little women,little-women-part-2-chapter-33,shmoop,1280,finished_summaries/shmoop/Little Women/section_32_part_0.txt
3111,little women,little-women-part-2-chapter-34,shmoop,1157,finished_summaries/shmoop/Little Women/section_33_part_0.txt
3112,little women,little-women-part-2-chapter-35,shmoop,955,finished_summaries/shmoop/Little Women/section_34_part_0.txt
3113,little women,little-women-part-2-chapter-36,shmoop,403,finished_summaries/shmoop/Little Women/section_35_part_0.txt
3114,little women,little-women-part-2-chapter-37,shmoop,1020,finished_summaries/shmoop/Little Women/section_36_part_0.txt
3115,little women,little-women-part-2-chapter-38,shmoop,761,finished_summaries/shmoop/Little Women/section_37_part_0.txt
3116,little women,little-women-part-2-chapter-39,shmoop,868,finished_summaries/shmoop/Little Women/section_38_part_0.txt
3117,little women,little-women-part-2-chapter-40,shmoop,332,finished_summaries/shmoop/Little Women/section_39_part_0.txt
3118,little women,little-women-part-2-chapter-41,shmoop,902,finished_summaries/shmoop/Little Women/section_40_part_0.txt
3119,little women,little-women-part-2-chapter-42,shmoop,601,finished_summaries/shmoop/Little Women/section_41_part_0.txt
3120,little women,little-women-part-2-chapter-43,shmoop,1202,finished_summaries/shmoop/Little Women/section_42_part_0.txt
3121,little women,little-women-part-2-chapter-44,shmoop,540,finished_summaries/shmoop/Little Women/section_43_part_0.txt
3122,little women,little-women-part-2-chapter-45,shmoop,432,finished_summaries/shmoop/Little Women/section_44_part_0.txt
3123,little women,little-women-part-2-chapter-46,shmoop,1086,finished_summaries/shmoop/Little Women/section_45_part_0.txt
3124,little women,little-women-part-2-chapter-47,shmoop,683,finished_summaries/shmoop/Little Women/section_46_part_0.txt
3125,babbitt,babbitt-chapter-1,gradesaver,199,finished_summaries/gradesaver/Babbitt/section_0_part_1.txt
3126,babbitt,babbitt-chapter-2,gradesaver,81,finished_summaries/gradesaver/Babbitt/section_0_part_2.txt
3127,babbitt,babbitt-chapter-3,gradesaver,263,finished_summaries/gradesaver/Babbitt/section_0_part_3.txt
3128,babbitt,babbitt-chapter-4,gradesaver,139,finished_summaries/gradesaver/Babbitt/section_1_part_1.txt
3129,babbitt,babbitt-chapter-5,gradesaver,264,finished_summaries/gradesaver/Babbitt/section_1_part_2.txt
3130,babbitt,babbitt-chapter-6,gradesaver,213,finished_summaries/gradesaver/Babbitt/section_1_part_3.txt
3131,babbitt,babbitt-chapter-7,gradesaver,129,finished_summaries/gradesaver/Babbitt/section_2_part_1.txt
3132,babbitt,babbitt-chapter-8,gradesaver,164,finished_summaries/gradesaver/Babbitt/section_2_part_2.txt
3133,babbitt,babbitt-chapter-9,gradesaver,111,finished_summaries/gradesaver/Babbitt/section_2_part_3.txt
3134,babbitt,babbitt-chapter-10,gradesaver,166,finished_summaries/gradesaver/Babbitt/section_2_part_4.txt
3135,babbitt,babbitt-chapter-11,gradesaver,147,finished_summaries/gradesaver/Babbitt/section_3_part_1.txt
3136,babbitt,babbitt-chapter-12,gradesaver,64,finished_summaries/gradesaver/Babbitt/section_3_part_2.txt
3137,babbitt,babbitt-chapter-13,gradesaver,226,finished_summaries/gradesaver/Babbitt/section_3_part_3.txt
3138,babbitt,babbitt-chapter-14,gradesaver,192,finished_summaries/gradesaver/Babbitt/section_3_part_4.txt
3139,babbitt,babbitt-chapter-15,gradesaver,179,finished_summaries/gradesaver/Babbitt/section_4_part_1.txt
3140,babbitt,babbitt-chapter-16,gradesaver,87,finished_summaries/gradesaver/Babbitt/section_4_part_2.txt
3141,babbitt,babbitt-chapter-17,gradesaver,157,finished_summaries/gradesaver/Babbitt/section_4_part_3.txt
3142,babbitt,babbitt-chapter-18,gradesaver,166,finished_summaries/gradesaver/Babbitt/section_4_part_4.txt
3143,babbitt,babbitt-chapter-19,gradesaver,242,finished_summaries/gradesaver/Babbitt/section_5_part_1.txt
3144,babbitt,babbitt-chapter-20,gradesaver,203,finished_summaries/gradesaver/Babbitt/section_5_part_2.txt
3145,babbitt,babbitt-chapter-21,gradesaver,72,finished_summaries/gradesaver/Babbitt/section_5_part_3.txt
3146,babbitt,babbitt-chapter-22,gradesaver,231,finished_summaries/gradesaver/Babbitt/section_5_part_4.txt
3147,babbitt,babbitt-chapter-23,gradesaver,169,finished_summaries/gradesaver/Babbitt/section_6_part_1.txt
3148,babbitt,babbitt-chapter-24,gradesaver,193,finished_summaries/gradesaver/Babbitt/section_6_part_2.txt
3149,babbitt,babbitt-chapter-25,gradesaver,214,finished_summaries/gradesaver/Babbitt/section_6_part_3.txt
3150,babbitt,babbitt-chapter-26,gradesaver,198,finished_summaries/gradesaver/Babbitt/section_6_part_4.txt
3151,babbitt,babbitt-chapter-27,gradesaver,177,finished_summaries/gradesaver/Babbitt/section_7_part_1.txt
3152,babbitt,babbitt-chapter-28,gradesaver,150,finished_summaries/gradesaver/Babbitt/section_7_part_2.txt
3153,babbitt,babbitt-chapter-29,gradesaver,421,finished_summaries/gradesaver/Babbitt/section_7_part_3.txt
3154,babbitt,babbitt-chapter-30,gradesaver,187,finished_summaries/gradesaver/Babbitt/section_7_part_4.txt
3155,babbitt,babbitt-chapter-31,gradesaver,119,finished_summaries/gradesaver/Babbitt/section_8_part_1.txt
3156,babbitt,babbitt-chapter-32,gradesaver,231,finished_summaries/gradesaver/Babbitt/section_8_part_2.txt
3157,babbitt,babbitt-chapter-33,gradesaver,235,finished_summaries/gradesaver/Babbitt/section_8_part_3.txt
3158,babbitt,babbitt-chapter-34,gradesaver,166,finished_summaries/gradesaver/Babbitt/section_8_part_4.txt
3159,babbitt,babbitt-chapter-1,shmoop,488,finished_summaries/shmoop/Babbitt/section_0_part_0.txt
3160,babbitt,babbitt-chapter-2,shmoop,212,finished_summaries/shmoop/Babbitt/section_1_part_0.txt
3161,babbitt,babbitt-chapter-3,shmoop,382,finished_summaries/shmoop/Babbitt/section_2_part_0.txt
3162,babbitt,babbitt-chapter-4,shmoop,391,finished_summaries/shmoop/Babbitt/section_3_part_0.txt
3163,babbitt,babbitt-chapter-5,shmoop,557,finished_summaries/shmoop/Babbitt/section_4_part_0.txt
3164,babbitt,babbitt-chapter-6,shmoop,952,finished_summaries/shmoop/Babbitt/section_5_part_0.txt
3165,babbitt,babbitt-chapter-7,shmoop,494,finished_summaries/shmoop/Babbitt/section_6_part_0.txt
3166,babbitt,babbitt-chapter-8,shmoop,397,finished_summaries/shmoop/Babbitt/section_7_part_0.txt
3167,babbitt,babbitt-chapter-9,shmoop,245,finished_summaries/shmoop/Babbitt/section_8_part_0.txt
3168,babbitt,babbitt-chapter-10,shmoop,285,finished_summaries/shmoop/Babbitt/section_9_part_0.txt
3169,babbitt,babbitt-chapter-11,shmoop,177,finished_summaries/shmoop/Babbitt/section_10_part_0.txt
3170,babbitt,babbitt-chapter-12,shmoop,146,finished_summaries/shmoop/Babbitt/section_11_part_0.txt
3171,babbitt,babbitt-chapter-13,shmoop,497,finished_summaries/shmoop/Babbitt/section_12_part_0.txt
3172,babbitt,babbitt-chapter-14,shmoop,154,finished_summaries/shmoop/Babbitt/section_13_part_0.txt
3173,babbitt,babbitt-chapter-15,shmoop,372,finished_summaries/shmoop/Babbitt/section_14_part_0.txt
3174,babbitt,babbitt-chapter-16,shmoop,175,finished_summaries/shmoop/Babbitt/section_15_part_0.txt
3175,babbitt,babbitt-chapter-17,shmoop,275,finished_summaries/shmoop/Babbitt/section_16_part_0.txt
3176,babbitt,babbitt-chapter-18,shmoop,304,finished_summaries/shmoop/Babbitt/section_17_part_0.txt
3177,babbitt,babbitt-chapter-19,shmoop,704,finished_summaries/shmoop/Babbitt/section_18_part_0.txt
3178,babbitt,babbitt-chapter-20,shmoop,213,finished_summaries/shmoop/Babbitt/section_19_part_0.txt
3179,babbitt,babbitt-chapter-21,shmoop,165,finished_summaries/shmoop/Babbitt/section_20_part_0.txt
3180,babbitt,babbitt-chapter-22,shmoop,228,finished_summaries/shmoop/Babbitt/section_21_part_0.txt
3181,babbitt,babbitt-chapter-23,shmoop,607,finished_summaries/shmoop/Babbitt/section_22_part_0.txt
3182,babbitt,babbitt-chapter-24,shmoop,474,finished_summaries/shmoop/Babbitt/section_23_part_0.txt
3183,babbitt,babbitt-chapter-25,shmoop,294,finished_summaries/shmoop/Babbitt/section_24_part_0.txt
3184,babbitt,babbitt-chapter-26,shmoop,487,finished_summaries/shmoop/Babbitt/section_25_part_0.txt
3185,babbitt,babbitt-chapter-27,shmoop,322,finished_summaries/shmoop/Babbitt/section_26_part_0.txt
3186,babbitt,babbitt-chapter-28,shmoop,334,finished_summaries/shmoop/Babbitt/section_27_part_0.txt
3187,babbitt,babbitt-chapter-29,shmoop,759,finished_summaries/shmoop/Babbitt/section_28_part_0.txt
3188,babbitt,babbitt-chapter-30,shmoop,525,finished_summaries/shmoop/Babbitt/section_29_part_0.txt
3189,babbitt,babbitt-chapter-31,shmoop,224,finished_summaries/shmoop/Babbitt/section_30_part_0.txt
3190,babbitt,babbitt-chapter-32,shmoop,493,finished_summaries/shmoop/Babbitt/section_31_part_0.txt
3191,babbitt,babbitt-chapter-33,shmoop,205,finished_summaries/shmoop/Babbitt/section_32_part_0.txt
3192,babbitt,babbitt-chapter-34,shmoop,239,finished_summaries/shmoop/Babbitt/section_33_part_0.txt
3193,babbitt,babbitt-chapter-1-chapter-4,cliffnotes,984,finished_summaries/cliffnotes/Babbitt/section_0_part_0.txt
3194,babbitt,babbitt-chapter-5,cliffnotes,489,finished_summaries/cliffnotes/Babbitt/section_1_part_0.txt
3195,babbitt,babbitt-chapter-6-chapter-7,cliffnotes,934,finished_summaries/cliffnotes/Babbitt/section_2_part_0.txt
3196,babbitt,babbitt-chapter-8-chapter-9,cliffnotes,963,finished_summaries/cliffnotes/Babbitt/section_3_part_0.txt
3197,babbitt,babbitt-chapter-10,cliffnotes,259,finished_summaries/cliffnotes/Babbitt/section_4_part_0.txt
3198,babbitt,babbitt-chapter-11-chapter-12,cliffnotes,488,finished_summaries/cliffnotes/Babbitt/section_5_part_0.txt
3199,babbitt,babbitt-chapter-13-chapter-14,cliffnotes,735,finished_summaries/cliffnotes/Babbitt/section_6_part_0.txt
3200,babbitt,babbitt-chapter-15,cliffnotes,592,finished_summaries/cliffnotes/Babbitt/section_7_part_0.txt
3201,babbitt,babbitt-chapter-16-chapter-17,cliffnotes,727,finished_summaries/cliffnotes/Babbitt/section_8_part_0.txt
3202,babbitt,babbitt-chapter-18,cliffnotes,378,finished_summaries/cliffnotes/Babbitt/section_9_part_0.txt
3203,babbitt,babbitt-chapter-19-chapter-20,cliffnotes,555,finished_summaries/cliffnotes/Babbitt/section_10_part_0.txt
3204,babbitt,babbitt-chapter-21,cliffnotes,77,finished_summaries/cliffnotes/Babbitt/section_11_part_0.txt
3205,babbitt,babbitt-chapter-22-chapter-23,cliffnotes,408,finished_summaries/cliffnotes/Babbitt/section_12_part_0.txt
3206,babbitt,babbitt-chapter-24,cliffnotes,234,finished_summaries/cliffnotes/Babbitt/section_13_part_0.txt
3207,babbitt,babbitt-chapter-25-chapter-26,cliffnotes,399,finished_summaries/cliffnotes/Babbitt/section_14_part_0.txt
3208,babbitt,babbitt-chapter-27-chapter-28,cliffnotes,481,finished_summaries/cliffnotes/Babbitt/section_15_part_0.txt
3209,babbitt,babbitt-chapter-29,cliffnotes,414,finished_summaries/cliffnotes/Babbitt/section_16_part_0.txt
3210,babbitt,babbitt-chapter-30-chapter-31,cliffnotes,289,finished_summaries/cliffnotes/Babbitt/section_17_part_0.txt
3211,babbitt,babbitt-chapter-32,cliffnotes,468,finished_summaries/cliffnotes/Babbitt/section_18_part_0.txt
3212,babbitt,babbitt-chapter-33-chapter-34,cliffnotes,619,finished_summaries/cliffnotes/Babbitt/section_19_part_0.txt
3213,babbitt,babbitt-chapter-1-chapter-2,sparknotes,500,finished_summaries/sparknotes/Babbitt/section_0_part_0.txt
3214,babbitt,babbitt-chapter-3,sparknotes,230,finished_summaries/sparknotes/Babbitt/section_1_part_0.txt
3215,babbitt,babbitt-chapter-4,sparknotes,362,finished_summaries/sparknotes/Babbitt/section_2_part_0.txt
3216,babbitt,babbitt-chapter-5,sparknotes,391,finished_summaries/sparknotes/Babbitt/section_3_part_0.txt
3217,babbitt,babbitt-chapter-6-chapter-7,sparknotes,660,finished_summaries/sparknotes/Babbitt/section_4_part_0.txt
3218,babbitt,babbitt-chapter-8-chapter-12,sparknotes,554,finished_summaries/sparknotes/Babbitt/section_5_part_0.txt
3219,babbitt,babbitt-chapter-13,sparknotes,167,finished_summaries/sparknotes/Babbitt/section_6_part_0.txt
3220,babbitt,babbitt-chapter-14-chapter-17,sparknotes,646,finished_summaries/sparknotes/Babbitt/section_7_part_0.txt
3221,babbitt,babbitt-chapter-18-chapter-20,sparknotes,673,finished_summaries/sparknotes/Babbitt/section_8_part_0.txt
3222,babbitt,babbitt-chapter-21-chapter-26,sparknotes,663,finished_summaries/sparknotes/Babbitt/section_9_part_0.txt
3223,babbitt,babbitt-chapter-27-chapter-31,sparknotes,559,finished_summaries/sparknotes/Babbitt/section_10_part_0.txt
3224,babbitt,babbitt-chapter-32-chapter-34,sparknotes,589,finished_summaries/sparknotes/Babbitt/section_11_part_0.txt
3225,babbitt,babbitt-chapter-1-chapter-2,novelguide,665,finished_summaries/novelguide/Babbitt/section_1_part_0.txt
3226,babbitt,babbitt-chapter-3-chapter-4,novelguide,462,finished_summaries/novelguide/Babbitt/section_2_part_0.txt
3227,babbitt,babbitt-chapter-5-chapter-7,novelguide,786,finished_summaries/novelguide/Babbitt/section_3_part_0.txt
3228,babbitt,babbitt-chapter-8-chapter-10,novelguide,617,finished_summaries/novelguide/Babbitt/section_4_part_0.txt
3229,babbitt,babbitt-chapter-11-chapter-14,novelguide,519,finished_summaries/novelguide/Babbitt/section_5_part_0.txt
3230,babbitt,babbitt-chapter-15-chapter-18,novelguide,673,finished_summaries/novelguide/Babbitt/section_6_part_0.txt
3231,babbitt,babbitt-chapter-19-chapter-22,novelguide,648,finished_summaries/novelguide/Babbitt/section_7_part_0.txt
3232,babbitt,babbitt-chapter-23-chapter-26,novelguide,731,finished_summaries/novelguide/Babbitt/section_8_part_0.txt
3233,babbitt,babbitt-chapter-27-chapter-30,novelguide,677,finished_summaries/novelguide/Babbitt/section_9_part_0.txt
3234,babbitt,babbitt-chapter-31-chapter-34,novelguide,712,finished_summaries/novelguide/Babbitt/section_10_part_0.txt
3235,sons and lovers,sons-and-lovers-part-1-chapter-1,shmoop,716,finished_summaries/shmoop/Sons and Lovers/section_0_part_0.txt
3236,sons and lovers,sons-and-lovers-part-1-chapter-2,shmoop,654,finished_summaries/shmoop/Sons and Lovers/section_1_part_0.txt
3237,sons and lovers,sons-and-lovers-part-1-chapter-3,shmoop,585,finished_summaries/shmoop/Sons and Lovers/section_2_part_0.txt
3238,sons and lovers,sons-and-lovers-part-1-chapter-4,shmoop,676,finished_summaries/shmoop/Sons and Lovers/section_3_part_0.txt
3239,sons and lovers,sons-and-lovers-part-1-chapter-5,shmoop,1050,finished_summaries/shmoop/Sons and Lovers/section_4_part_0.txt
3240,sons and lovers,sons-and-lovers-part-1-chapter-6,shmoop,1184,finished_summaries/shmoop/Sons and Lovers/section_5_part_0.txt
3241,sons and lovers,sons-and-lovers-part-2-chapter-7,shmoop,1030,finished_summaries/shmoop/Sons and Lovers/section_6_part_0.txt
3242,sons and lovers,sons-and-lovers-part-2-chapter-8,shmoop,825,finished_summaries/shmoop/Sons and Lovers/section_7_part_0.txt
3243,sons and lovers,sons-and-lovers-part-2-chapter-9,shmoop,950,finished_summaries/shmoop/Sons and Lovers/section_8_part_0.txt
3244,sons and lovers,sons-and-lovers-part-2-chapter-10,shmoop,787,finished_summaries/shmoop/Sons and Lovers/section_9_part_0.txt
3245,sons and lovers,sons-and-lovers-part-2-chapter-11,shmoop,736,finished_summaries/shmoop/Sons and Lovers/section_10_part_0.txt
3246,sons and lovers,sons-and-lovers-part-2-chapter-12,shmoop,854,finished_summaries/shmoop/Sons and Lovers/section_11_part_0.txt
3247,sons and lovers,sons-and-lovers-part-2-chapter-13,shmoop,900,finished_summaries/shmoop/Sons and Lovers/section_12_part_0.txt
3248,sons and lovers,sons-and-lovers-part-2-chapter-14,shmoop,936,finished_summaries/shmoop/Sons and Lovers/section_13_part_0.txt
3249,sons and lovers,sons-and-lovers-part-2-chapter-15,shmoop,411,finished_summaries/shmoop/Sons and Lovers/section_14_part_0.txt
3250,sons and lovers,sons-and-lovers-part-1-chapter-1,sparknotes,787,finished_summaries/sparknotes/Sons and Lovers/section_0_part_0.txt
3251,sons and lovers,sons-and-lovers-part-1-chapter-2,sparknotes,405,finished_summaries/sparknotes/Sons and Lovers/section_1_part_0.txt
3252,sons and lovers,sons-and-lovers-part-1-chapter-3,sparknotes,423,finished_summaries/sparknotes/Sons and Lovers/section_2_part_0.txt
3253,sons and lovers,sons-and-lovers-part-1-chapter-4,sparknotes,739,finished_summaries/sparknotes/Sons and Lovers/section_3_part_0.txt
3254,sons and lovers,sons-and-lovers-part-1-chapter-5,sparknotes,605,finished_summaries/sparknotes/Sons and Lovers/section_4_part_0.txt
3255,sons and lovers,sons-and-lovers-part-1-chapter-6,sparknotes,461,finished_summaries/sparknotes/Sons and Lovers/section_5_part_0.txt
3256,sons and lovers,sons-and-lovers-part-2-chapter-7,sparknotes,613,finished_summaries/sparknotes/Sons and Lovers/section_6_part_0.txt
3257,sons and lovers,sons-and-lovers-part-2-chapter-8,sparknotes,444,finished_summaries/sparknotes/Sons and Lovers/section_7_part_0.txt
3258,sons and lovers,sons-and-lovers-part-2-chapter-9,sparknotes,691,finished_summaries/sparknotes/Sons and Lovers/section_8_part_0.txt
3259,sons and lovers,sons-and-lovers-part-2-chapter-10,sparknotes,486,finished_summaries/sparknotes/Sons and Lovers/section_9_part_0.txt
3260,sons and lovers,sons-and-lovers-part-2-chapter-11,sparknotes,466,finished_summaries/sparknotes/Sons and Lovers/section_10_part_0.txt
3261,sons and lovers,sons-and-lovers-part-2-chapter-12,sparknotes,695,finished_summaries/sparknotes/Sons and Lovers/section_11_part_0.txt
3262,sons and lovers,sons-and-lovers-part-2-chapter-13,sparknotes,555,finished_summaries/sparknotes/Sons and Lovers/section_12_part_0.txt
3263,sons and lovers,sons-and-lovers-part-2-chapter-14,sparknotes,373,finished_summaries/sparknotes/Sons and Lovers/section_13_part_0.txt
3264,sons and lovers,sons-and-lovers-part-2-chapter-15,sparknotes,206,finished_summaries/sparknotes/Sons and Lovers/section_14_part_0.txt
3265,a tale of two cities,a-tale-of-two-cities-book-1-chapter-1,gradesaver,79,finished_summaries/gradesaver/A Tale of Two Cities/section_0_part_1.txt
3266,a tale of two cities,a-tale-of-two-cities-book-1-chapter-2,gradesaver,166,finished_summaries/gradesaver/A Tale of Two Cities/section_0_part_2.txt
3267,a tale of two cities,a-tale-of-two-cities-book-1-chapter-3,gradesaver,148,finished_summaries/gradesaver/A Tale of Two Cities/section_0_part_3.txt
3268,a tale of two cities,a-tale-of-two-cities-book-1-chapter-4,gradesaver,282,finished_summaries/gradesaver/A Tale of Two Cities/section_0_part_4.txt
3269,a tale of two cities,a-tale-of-two-cities-book-1-chapter-5,gradesaver,277,finished_summaries/gradesaver/A Tale of Two Cities/section_1_part_1.txt
3270,a tale of two cities,a-tale-of-two-cities-book-1-chapter-6,gradesaver,191,finished_summaries/gradesaver/A Tale of Two Cities/section_1_part_2.txt
3271,a tale of two cities,a-tale-of-two-cities-book-2-chapter-1,gradesaver,172,finished_summaries/gradesaver/A Tale of Two Cities/section_2_part_1.txt
3272,a tale of two cities,a-tale-of-two-cities-book-2-chapter-2,gradesaver,103,finished_summaries/gradesaver/A Tale of Two Cities/section_2_part_2.txt
3273,a tale of two cities,a-tale-of-two-cities-book-2-chapter-3,gradesaver,226,finished_summaries/gradesaver/A Tale of Two Cities/section_2_part_3.txt
3274,a tale of two cities,a-tale-of-two-cities-book-2-chapter-4,gradesaver,125,finished_summaries/gradesaver/A Tale of Two Cities/section_2_part_4.txt
3275,a tale of two cities,a-tale-of-two-cities-book-2-chapter-5,gradesaver,115,finished_summaries/gradesaver/A Tale of Two Cities/section_2_part_5.txt
3276,a tale of two cities,a-tale-of-two-cities-book-2-chapter-6,gradesaver,280,finished_summaries/gradesaver/A Tale of Two Cities/section_2_part_6.txt
3277,a tale of two cities,a-tale-of-two-cities-book-2-chapter-7,gradesaver,212,finished_summaries/gradesaver/A Tale of Two Cities/section_2_part_7.txt
3278,a tale of two cities,a-tale-of-two-cities-book-2-chapter-8,gradesaver,181,finished_summaries/gradesaver/A Tale of Two Cities/section_2_part_8.txt
3279,a tale of two cities,a-tale-of-two-cities-book-2-chapter-9,gradesaver,223,finished_summaries/gradesaver/A Tale of Two Cities/section_2_part_9.txt
3280,a tale of two cities,a-tale-of-two-cities-book-2-chapter-10,gradesaver,199,finished_summaries/gradesaver/A Tale of Two Cities/section_4_part_1.txt
3281,a tale of two cities,a-tale-of-two-cities-book-2-chapter-11,gradesaver,93,finished_summaries/gradesaver/A Tale of Two Cities/section_4_part_2.txt
3282,a tale of two cities,a-tale-of-two-cities-book-2-chapter-12,gradesaver,215,finished_summaries/gradesaver/A Tale of Two Cities/section_4_part_3.txt
3283,a tale of two cities,a-tale-of-two-cities-book-2-chapter-13,gradesaver,132,finished_summaries/gradesaver/A Tale of Two Cities/section_4_part_4.txt
3284,a tale of two cities,a-tale-of-two-cities-book-2-chapter-14,gradesaver,155,finished_summaries/gradesaver/A Tale of Two Cities/section_4_part_5.txt
3285,a tale of two cities,a-tale-of-two-cities-book-2-chapter-15,gradesaver,293,finished_summaries/gradesaver/A Tale of Two Cities/section_5_part_1.txt
3286,a tale of two cities,a-tale-of-two-cities-book-2-chapter-16,gradesaver,223,finished_summaries/gradesaver/A Tale of Two Cities/section_5_part_2.txt
