,Book Title,Source,Word Count,Summary Path
320,the playboy of the western world,gradesaver,1448,finished_summaries/gradesaver/The Playboy of the Western World/overview.json
321,the duchess of malfi,gradesaver,1113,finished_summaries/gradesaver/The Duchess of Malfi/overview.json
322,the duchess of malfi,shmoop,675,finished_summaries/shmoop/The Duchess of Malfi/overview.txt
323,the secret garden,gradesaver,382,finished_summaries/gradesaver/The Secret Garden/overview.json
324,the secret garden,shmoop,823,finished_summaries/shmoop/The Secret Garden/overview.txt
325,the secret garden,sparknotes,975,finished_summaries/sparknotes/The Secret Garden/overview.txt
326,dombey and son,gradesaver,2892,finished_summaries/gradesaver/Dombey and Son/overview.json
327,the age of innocence,shmoop,645,finished_summaries/shmoop/The Age of Innocence/overview.txt
328,the age of innocence,cliffnotes,755,finished_summaries/cliffnotes/The Age of Innocence/overview.txt
329,the age of innocence,sparknotes,508,finished_summaries/sparknotes/The Age of Innocence/overview.txt
330,ethan frome,gradesaver,844,finished_summaries/gradesaver/Ethan Frome/overview.json
331,ethan frome,shmoop,665,finished_summaries/shmoop/Ethan Frome/overview.txt
332,ethan frome,cliffnotes,1269,finished_summaries/cliffnotes/Ethan Frome/overview.txt
333,ethan frome,sparknotes,1191,finished_summaries/sparknotes/Ethan Frome/overview.txt
334,bleak house,gradesaver,805,finished_summaries/gradesaver/Bleak House/overview.json
335,bleak house,shmoop,987,finished_summaries/shmoop/Bleak House/overview.txt
336,bleak house,cliffnotes,724,finished_summaries/cliffnotes/Bleak House/overview.txt
337,bleak house,sparknotes,1630,finished_summaries/sparknotes/Bleak House/overview.txt
338,the jungle,gradesaver,2146,finished_summaries/gradesaver/The Jungle/overview.json
339,the jungle,shmoop,1817,finished_summaries/shmoop/The Jungle/overview.txt
340,the jungle,sparknotes,1193,finished_summaries/sparknotes/The Jungle/overview.txt
341,the education of henry adams,cliffnotes,900,finished_summaries/cliffnotes/The Education of Henry Adams/overview.txt
342,the blithedale romance,gradesaver,950,finished_summaries/gradesaver/The Blithedale Romance/overview.json
343,much ado about nothing,gradesaver,1724,finished_summaries/gradesaver/Much Ado About Nothing/overview.json
344,much ado about nothing,shmoop,2270,finished_summaries/shmoop/Much Ado About Nothing/overview.txt
345,much ado about nothing,sparknotes,494,finished_summaries/sparknotes/Much Ado About Nothing/overview.txt
346,anthem,gradesaver,1096,finished_summaries/gradesaver/Anthem/overview.json
347,anthem,shmoop,1118,finished_summaries/shmoop/Anthem/overview.txt
348,anthem,cliffnotes,1400,finished_summaries/cliffnotes/Anthem/overview.txt
349,anthem,sparknotes,694,finished_summaries/sparknotes/Anthem/overview.txt
350,as you like it,gradesaver,1929,finished_summaries/gradesaver/As You Like It/overview.json
351,as you like it,shmoop,1314,finished_summaries/shmoop/As You Like It/overview.txt
352,as you like it,sparknotes,944,finished_summaries/sparknotes/As You Like It/overview.txt
353,the importance of being earnest,shmoop,1184,finished_summaries/shmoop/The Importance of Being Earnest/overview.txt
354,the ambassadors,shmoop,567,finished_summaries/shmoop/The Ambassadors/overview.txt
355,the ambassadors,cliffnotes,606,finished_summaries/cliffnotes/The Ambassadors/overview.txt
356,the taming of the shrew,gradesaver,937,finished_summaries/gradesaver/The Taming of the Shrew/overview.json
357,the taming of the shrew,shmoop,990,finished_summaries/shmoop/The Taming of the Shrew/overview.txt
358,the taming of the shrew,sparknotes,909,finished_summaries/sparknotes/The Taming of the Shrew/overview.txt
359,the brothers karamazov,gradesaver,2101,finished_summaries/gradesaver/The Brothers Karamazov/overview.json
360,the brothers karamazov,shmoop,1161,finished_summaries/shmoop/The Brothers Karamazov/overview.txt
361,the brothers karamazov,cliffnotes,1536,finished_summaries/cliffnotes/The Brothers Karamazov/overview.txt
362,the brothers karamazov,sparknotes,1622,finished_summaries/sparknotes/The Brothers Karamazov/overview.txt
363,the portrait of a lady,gradesaver,1404,finished_summaries/gradesaver/The Portrait of a Lady/overview.json
364,the portrait of a lady,shmoop,622,finished_summaries/shmoop/The Portrait of a Lady/overview.txt
365,the portrait of a lady,cliffnotes,581,finished_summaries/cliffnotes/The Portrait of a Lady/overview.txt
366,the portrait of a lady,sparknotes,1255,finished_summaries/sparknotes/The Portrait of a Lady/overview.txt
367,the prince,gradesaver,420,finished_summaries/gradesaver/The Prince/overview.json
368,the prince,shmoop,499,finished_summaries/shmoop/The Prince/overview.txt
369,the prince,cliffnotes,458,finished_summaries/cliffnotes/The Prince/overview.txt
370,the prince,sparknotes,431,finished_summaries/sparknotes/The Prince/overview.txt
371,gargantua and pantagruel,gradesaver,1708,finished_summaries/gradesaver/Gargantua and Pantagruel/overview.json
372,the red and the black,shmoop,400,finished_summaries/shmoop/The Red and the Black/overview.txt
373,the red and the black,cliffnotes,1397,finished_summaries/cliffnotes/The Red and the Black/overview.txt
374,the red and the black,sparknotes,373,finished_summaries/sparknotes/The Red and the Black/overview.txt
375,the consolation of philosophy,gradesaver,586,finished_summaries/gradesaver/The Consolation of Philosophy/overview.json
376,the picture of dorian gray,gradesaver,973,finished_summaries/gradesaver/The Picture of Dorian Gray/overview.json
377,the picture of dorian gray,shmoop,1018,finished_summaries/shmoop/The Picture of Dorian Gray/overview.txt
378,the picture of dorian gray,cliffnotes,936,finished_summaries/cliffnotes/The Picture of Dorian Gray/overview.txt
379,the picture of dorian gray,sparknotes,859,finished_summaries/sparknotes/The Picture of Dorian Gray/overview.txt
380,lord jim,gradesaver,1423,finished_summaries/gradesaver/Lord Jim/overview.json
381,lord jim,shmoop,207,finished_summaries/shmoop/Lord Jim/overview.txt
382,lord jim,cliffnotes,1633,finished_summaries/cliffnotes/Lord Jim/overview.txt
383,lord jim,sparknotes,566,finished_summaries/sparknotes/Lord Jim/overview.txt
384,far from the madding crowd,gradesaver,1369,finished_summaries/gradesaver/Far from the Madding Crowd/overview.json
385,far from the madding crowd,shmoop,487,finished_summaries/shmoop/Far From the Madding Crowd/overview.txt
386,far from the madding crowd,cliffnotes,486,finished_summaries/cliffnotes/Far from the Madding Crowd/overview.txt
387,far from the madding crowd,sparknotes,369,finished_summaries/sparknotes/Far from the Madding Crowd/overview.txt
388,sense and sensibility,gradesaver,2352,finished_summaries/gradesaver/Sense and Sensibility/overview.json
389,sense and sensibility,shmoop,1278,finished_summaries/shmoop/Sense and Sensibility/overview.txt
390,sense and sensibility,cliffnotes,1123,finished_summaries/cliffnotes/Sense and Sensibility/overview.txt
391,sense and sensibility,sparknotes,571,finished_summaries/sparknotes/Sense and Sensibility/overview.txt
392,the tragedy of antony and cleopatra,shmoop,1766,finished_summaries/shmoop/The Tragedy of Antony and Cleopatra/overview.txt
393,the school for scandal,gradesaver,451,finished_summaries/gradesaver/The School for Scandal/overview.json
394,the white devil,gradesaver,1257,finished_summaries/gradesaver/The White Devil/overview.json
395,the white devil,shmoop,704,finished_summaries/shmoop/The White Devil/overview.txt
396,the tempest,gradesaver,1814,finished_summaries/gradesaver/The Tempest/overview.json
397,the tempest,shmoop,1089,finished_summaries/shmoop/The Tempest/overview.txt
398,the tempest,sparknotes,1715,finished_summaries/sparknotes/The Tempest/overview.txt
399,uncle vanya,gradesaver,1177,finished_summaries/gradesaver/Uncle Vanya/overview.json
400,uncle vanya,shmoop,627,finished_summaries/shmoop/Uncle Vanya/overview.txt
401,uncle vanya,sparknotes,1111,finished_summaries/sparknotes/Uncle Vanya/overview.txt
402,the comedy of errors,shmoop,1466,finished_summaries/shmoop/The Comedy of Errors/overview.txt
403,the comedy of errors,sparknotes,403,finished_summaries/sparknotes/The Comedy of Errors/overview.txt
404,the rime of the ancient mariner,gradesaver,979,finished_summaries/gradesaver/The Rime of the Ancient Mariner/overview.json
